2 6 3 8 0 13 0 3 13 13 8 6 9 15 15 0 1 15 2 8 11 12 12 1 2 6 5 10 0 2 1 14 2 12 15 0.043415218591690063
12 10 3 0 12 0 7 0 3 8 11 1 13 11 14 1 3 5 9 10 9 13 11 2 4 11 11 7 9 12 6 3 1 5 1 0.08507174253463745
9 12 8 14 11 6 13 9 3 14 8 1 10 14 15 1 10 3 1 3 1 3 3 3 5 2 11 1 14 7 1 15 2 7 15 0.07023874670267105
10 4 4 13 6 3 10 5 11 8 12 8 15 2 2 4 5 4 11 15 6 2 7 15 15 6 2 2 0 15 8 2 12 1 6 0.12743636965751648
5 6 12 12 3 7 0 3 14 13 8 15 9 2 4 14 15 11 4 15 12 0 3 9 3 2 1 10 1 2 4 14 5 15 6 0.05728092044591904
3 7 4 13 0 15 11 9 15 0 11 15 13 3 2 10 13 8 1 6 1 7 4 13 2 9 13 3 15 11 13 9 12 14 1 0.17671699821949005
5 11 9 9 12 14 2 6 14 10 4 10 14 6 14 14 3 11 15 13 2 1 10 14 7 7 15 4 14 5 5 3 0 8 2 0.06687019020318985
2 11 8 3 12 12 14 13 0 7 10 12 8 7 5 5 0 9 3 15 7 3 4 15 7 15 2 10 15 11 6 12 11 6 3 0.07604771107435226
15 1 2 13 3 0 13 4 8 14 13 8 7 10 2 2 1 2 1 2 15 1 0 6 7 1 1 6 9 2 2 2 2 3 4 0.04208371788263321
2 15 13 0 15 11 8 3 4 0 13 7 1 3 2 2 1 9 2 3 15 10 12 0 9 2 3 6 10 2 14 6 2 11 8 0.04896041005849838
9 6 6 15 8 8 15 0 13 13 14 14 0 2 6 11 7 2 7 0 0 1 2 1 3 1 10 0 1 6 7 10 5 9 6 0.022661618888378143
1 11 7 12 11 12 12 8 0 12 0 0 15 1 13 5 2 2 12 8 8 1 15 1 0 0 12 2 15 9 1 15 13 12 2 0.10401669144630432
12 3 4 6 1 12 12 10 3 3 1 12 8 8 2 12 0 4 1 13 7 15 6 1 3 7 8 1 11 14 0 14 3 14 0 0.05104932188987732
14 8 10 8 6 15 1 15 5 1 3 1 5 9 3 0 1 14 14 9 12 12 9 9 1 1 1 1 1 15 7 0 13 4 1 0.12441748380661011
13 14 9 9 9 9 6 3 1 15 9 10 1 14 8 1 11 1 1 9 7 1 5 0 11 5 3 3 15 1 12 11 1 13 0 0.08633686602115631
9 9 7 0 0 11 1 11 0 3 7 1 11 6 11 7 2 1 7 8 7 7 2 2 13 1 11 6 7 12 14 11 3 15 6 0.06422417610883713
2 7 2 15 15 15 8 9 15 8 5 6 0 0 13 13 15 13 2 4 15 0 0 9 1 15 2 15 15 5 4 1 15 14 1 0.1414167881011963
4 0 15 15 15 15 13 13 13 13 13 0 0 1 14 10 12 15 6 7 0 9 5 14 15 15 5 15 1 8 12 3 13 15 8 0.02935231663286686
9 3 4 14 1 1 0 7 1 0 1 10 1 1 6 5 1 2 11 0 9 9 15 15 4 10 9 2 6 4 5 1 13 6 2 0.09472111612558365
1 1 1 14 0 2 1 13 1 1 9 1 1 11 1 9 1 4 6 1 7 6 1 1 3 2 7 13 1 2 2 8 1 0 13 0.06346900016069412
2 1 8 14 15 1 2 1 8 6 14 4 12 1 14 1 1 7 1 2 4 1 12 14 15 13 3 5 2 1 1 1 14 3 3 0.05605534836649895
8 4 13 13 9 13 2 13 13 1 11 13 9 7 14 2 8 15 2 13 0 7 2 4 4 4 2 2 2 9 2 3 14 0 2 0.021911291405558586
0 8 13 3 13 4 13 13 9 0 0 7 2 3 14 13 12 11 11 15 4 5 4 3 6 2 2 0 5 13 9 15 10 13 2 0.08036914467811584
13 12 3 14 14 12 10 14 8 3 8 2 15 9 13 14 14 12 5 8 8 7 3 15 14 1 2 8 5 10 14 1 8 14 1 0.01192374899983406
10 3 14 6 0 14 13 13 0 14 14 14 9 6 5 3 15 14 14 7 2 4 8 12 9 15 2 2 5 5 3 15 0 2 15 0.09317069500684738
15 12 3 14 1 2 11 14 15 1 13 1 7 1 9 1 1 1 1 1 8 1 3 0 1 7 1 10 14 1 0 15 3 5 15 0.13497930765151978
2 4 15 1 1 0 7 1 1 11 12 3 13 1 2 7 1 1 11 8 8 0 3 3 15 1 1 4 9 12 15 1 1 0 0 0.06577867269515991
3 13 3 1 1 4 4 3 3 7 10 1 12 2 1 1 3 1 7 3 1 3 10 3 3 3 3 3 11 12 11 1 3 0 15 0.062007736414670944
