9 11 11 7 8 14 1 11 8 2 9 11 9 6 11 8 13 15 0 11 2 13 11 5 2 2 0 0 15 2 5 12 2 0 7 0.05255730822682381
0 7 11 8 4 0 8 8 1 9 1 11 2 0 1 3 3 11 13 3 14 6 2 3 2 3 6 14 8 11 10 1 2 0 3 0.08354567736387253
10 8 6 0 8 3 8 13 8 14 8 9 13 8 13 5 13 1 5 2 13 13 3 3 0 2 5 13 3 15 1 10 10 12 7 0.061536386609077454
7 4 13 11 8 8 13 6 11 8 9 14 9 3 11 7 13 15 7 9 6 9 13 15 1 6 7 15 3 11 1 9 3 15 14 0.09125358611345291
10 1 6 15 7 12 9 6 1 0 15 3 2 6 7 3 2 15 7 1 0 14 13 3 6 4 5 5 3 14 13 6 9 3 14 0.03832007944583893
8 10 8 4 8 14 3 1 4 14 14 8 10 1 8 11 2 9 3 1 0 3 7 11 10 7 5 5 10 11 1 0 1 11 1 0.07951679080724716
11 7 14 0 0 8 9 14 0 5 10 10 12 11 15 13 7 15 15 14 4 11 0 3 3 3 12 10 6 1 1 4 3 15 7 0.05857842415571213
0 0 7 11 14 10 14 2 14 13 6 13 8 1 13 0 1 3 3 11 0 1 3 1 0 6 15 5 9 0 0 5 0 4 0 0.029191330075263977
14 4 3 5 5 7 11 15 0 7 1 15 10 3 3 2 12 9 14 1 1 0 7 4 5 0 12 8 6 2 6 0 3 13 14 0.07114531099796295
15 8 13 8 0 9 10 0 13 2 13 11 8 4 7 11 6 3 0 0 15 2 5 10 5 5 11 1 5 9 3 6 15 13 6 0.06777666509151459
12 8 13 0 9 1 5 10 0 15 15 0 6 0 8 1 0 14 10 9 13 3 3 9 3 0 14 4 15 13 0 8 7 2 5 0.09018231928348541
13 13 13 4 8 2 14 2 8 9 9 10 13 9 11 0 12 15 13 11 7 3 3 6 7 6 3 0 1 1 1 11 13 8 6 0.03991213068366051
6 15 13 10 9 9 14 14 13 6 6 1 3 4 2 5 14 15 11 5 5 1 6 9 15 1 15 14 13 8 1 13 9 10 14 0.08123066276311874
